ID,Foerderung,Website,Frage,Hilfestellung,Denkmalschutz,Maßnahmen nicht begonnen,min. Alter,max. Alter
1615,Innovation City Oberhausen,https://www.innovationcity-oberhausen.de/beratungsangebot/,"Wurde die Maßnahme im Rahmen einer aufsuchenden Energieberatung durch einen Energieberater des Sanierungsmanagements, einen Energieeffizienz-Experten oder einen Energieberater der Verbraucherzentrale NRW empfohlen?",,,,,
1640,,,Wurde die Nutzung der öffentlichen Fläche durch das zuständige Fachamt geprüft?,,,,,
1743,Förderprogramm Fassadenbegrünung,https://www.oldenburg.de/startseite/politik/stadtrecht/zuwendungsrichtlinien.html,"Wurde die Planung des Fassadenbegrünungsvorhabens durch einen Fachbetrieb, eine Architektin oder einen Architekten beziehungsweise eine Landschaftsarchitektin oder einen Landschaftsarchitekten durchgeführt?",,,,,
1754,,,Wurde die PV-Anlage nicht als Eigenbau erstellt?,,,,,
2337,,,Wurde die Qualitätssicherung gemäß den festgelegten Verfahren beauftragt und durchgeführt?,,,,,
2544,,,Wurde die Qualitätssicherung nach dem festgelegten Verfahren beauftragt und durchgeführt?,,,,,
1782,,,Wurde die verbaute Menge der Kohlenstoff speichernden Baustoffe und die damit verbundene Speichermenge über das Berechnungstool „CO2-Tool“ nachgewiesen?,,,,,
2280,,,Wurde die Zahlung auf das Konto des leistungserbringenden Unternehmens geleistet?,,,,,
1978,,,"Wurde ein Contractingvertrag zwischen Contractor und Contractingnehmer geschlossen, der den Vorgaben der Richtlinie entspricht?",,,,,
2468,,,Wurde ein Fachbetrieb (Gärtnerei oder Dachdeckerei) mit der Durchführung der Dachbegrünungsmaßnahme beauftragt?,,,,,
2300,,,Wurde ein Förderantrag unter Verwendung des auf www.regionen.bayern.de verlinkten Online-Verfahrens oder der dort abrufbaren Unterlagen eingereicht?,,,,,
1854,,,Wurde ein hydraulischer Abgleich der Heizungsanlage nach VdZ-Verfahren B durchgeführt?,,,,,
2180,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Neuanschluss an die Fernwärme,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,Wurde ein hydraulischer Abgleich durchgeführt und kann dies nachgewiesen werden?,,,,,
2495,,,Wurde ein hydraulischer Abgleich durchgeführt?,,,,,
1641,,,Wurde ein Nachweis über die Durchführung eines Pre-Checks Elektromobilität durch einen zertifizierten Dienstleister eingereicht?,,,,,
2118,,,,,,,,
2395,,,,,,,,
2404,,,,,,,,
1863,,,Wurde ein technisches Datenblatt oder eine technische Beschreibung der Anlage vorgelegt?,,,,,
1597,Förderung der Flurbereinigung (FlurFördRichtlinien) - Bayern,https://www.stmelf.bayern.de/foerderung/flurneuordnung-in-bayern/index.html,Wurde ein Verfahren zur Regelung der eigentumsrechtlichen Verhältnisse nach dem Landwirtschaftsanpassungsgesetz (LwAnpG) oder eine Flurbereinigung nach dem Flurbereinigungsgesetz (FlurbG) durch die zuständige Behörde angeordnet?,,,,,
1849,,,"Wurde eine bauphysikalische Unbedenklichkeitserklärung zur Vermeidung von Tauwasserbildung für die Innendämmung oder Flachdachdämmung durch einen Energieberater, Sachverständigen oder ein Fachunternehmen erstellt?",,,,,
2434,,,"Wurde eine detaillierte Anlagenbeschreibung vorgelegt, auf deren Basis die Bewilligungsbehörde eine Einzelfallentscheidung treffen kann?",,,,,
1853,,,Wurde eine einschlägige baubegleitende Sachverständige bzw. ein Sachverständiger beauftragt?,,,,,
2336,,,Wurde eine Energiebilanz sowohl über den Ist-Zustand des Gebäudes als auch über den durch die geförderte Maßnahme erreichten Zustand aufgestellt?,,,,,
2211,,,"Wurde eine erfolgreiche Luftdichtigkeitsmessung durchgeführt und liegt der n50-Wert bei höchstens 1,0 pro Stunde?",,,,,
1967,,,Wurde eine Erstsicherheit in Höhe von 30 Euro pro kW hinterlegt?,,,,,
2279,,,"Wurde eine Rechnung erhalten, die die förderungsfähigen energetischen Maßnahmen, die Arbeitsleistung des Fachunternehmens und die Adresse des begünstigten Objekts ausweist, und die in deutscher Sprache erstellt ist?",,,,,
2006,,,Wurde für das betreffende Gebäude nur ein Antrag gestellt?,,,,,
2094,,,Wurde für das Projekt ein Nachweis über die regelgerechte Durchführung des LAG-Projektauswahlverfahrens durch eine anerkannte LAG erbracht?,,,,,
2378,,,Wurde für das Projekt ein Nachweis über die regelgerechte Durchführung des LAG-Projektauswahlverfahrens vorgelegt?,,,,,
2281,IBB Energetische Gebäudesanierung,https://www.ibb.de/de/foerderprogramme/ibb-energetische-gebaeudesanierung.html,Wurde für das Wohngebäude vor mindestens fünf Jahren ein Bauantrag gestellt oder eine Bauanzeige erstattet?,,,,,
2306,,,"Wurde für dasselbe Wohngebäude in den letzten vier Jahren keine Förderung nach dieser oder der Vorgängerrichtlinie beantragt, es sei denn, es hat ein Eigentümerwechsel stattgefunden?",,,,,
1908,,,Wurde für die Antragstellung ein Energieeffizienz-Experte eingebunden?,,,,,
1976,,,Wurde für die Antragstellung ein Energieeffizienz-Experte eingebunden?,,,,,
1623,Förderprogramm Begrünung,https://www.bonn.de/themen-entdecken/umwelt-natur/begruenung.php,Wurde für die geplante Maßnahme bereits eine Förderung beantragt oder bewilligt?,,,,,
2482,,,Wurde für diese Anlage bereits eine Förderung nach einer früheren Photovoltaik-Förderrichtlinie der Stadt Bonn gewährt?,,,,,
1761,,,Wurde für diesen Batteriespeicher noch keine Förderung in Schleswig-Holstein beantragt?,,,,,
2528,,,Wurde für jedes Projekt ein Nachweis über die regelgerechte Durchführung des LAG-Projektauswahlverfahrens durch eine anerkannte LAG erbracht?,,,,,
2034,,,Wurde für jedes Projekt ein Nachweis über die regelgerechte Durchführung des LAG-Projektauswahlverfahrens durch eine anerkannte LAG vorgelegt?,,,,,
2170,,,Wurde für jedes Projekt ein Nachweis über die regelgerechte Durchführung des LAG-Projektauswahlverfahrens erbracht?,,,,,
2561,,,"Wurde geprüft, ob eine Elektrofachkraft für die Installation erforderlich ist?",,,,,
1552,Solarthermie-Kollektoren in Oldenburg,"https://serviceportal.oldenburg.de/buergerservice/dienstleistungen/foerderprogramm-klimaschutzmassnahmen-im-altbau-900000983-0.html?myMedium=1#:~:text=Jede%20einzelne%20bauliche%20Ma%C3%9Fnahme%20zur,Prozent%20brutto%20der%20Rechnungssumme%20gef%C3%B6rdert.&text=Bei%20Erf%C3%BCllung%20eines%20nach%20dem,3.000%20Euro%20je%20nach%20Effizienzklasse.",Wurde in den letzten 10 Jahren eine durch das BAFA geförderte Beratung für das Gebäude durchgeführt?,,,,,
1553,,,"Wurde in den letzten 3 Jahren vor Antragstellung eine durch die Stadt geförderte Beratung als Gebäude-, Energie-, Heizungs- oder Solarstrom-Check durchgeführt?",,,,,
1696,,,Wurde mit den Maßnahmen bereits begonnen?,,,,,
1886,,,"Wurde mit dem Vorhaben entweder 
a) noch nicht begonnen 
b) oder, falls doch, liegt eine Zustimmung der Bewilligungsstelle für einen vorzeitigen Vorhabenbeginn vor (Lieferungs- oder Leistungsverträge erst nach Genehmigung oder mit ausdrücklicher Zustimmung abgeschlossen)?",,,,,
1650,,,"Wurde mit dem Vorhaben entweder noch nicht begonnen – oder, falls doch, liegt eine textliche Zustimmung der Stadt zum vorzeitigen Maßnahmenbeginn vor?",,,,,
2133,,,Wurde mit dem Vorhaben erst nach der Bewilligung begonnen?,,,,,
1687,Erneuerbare Wärme - Fördermodul Wärmepumpen,https://www.ifbhh.de/foerderprogramm/erneuerbare-waerme,Wurde mit den Maßnahmen bereits begonnen?,,,,,
1769,,,Wurde mit den Maßnahmen bereits begonnen?,,,,,
1808,Erneuerbare Wärme - Fördermodul Bioenergieanlagen,https://www.ifbhh.de/foerderprogramm/erneuerbare-waerme,Wurde mit den Maßnahmen bereits begonnen?,,,,,
1842,,,Wurde mit den Maßnahmen bereits begonnen?,,,,,
1889,Erneuerbare Wärme - Fördermodul Wärmeverteilnetze,https://www.ifbhh.de/foerderprogramm/erneuerbare-waerme,Wurde mit den Maßnahmen bereits begonnen?,,,,,
1941,,,Wurde mit den Maßnahmen bereits begonnen?,,,,,
1957,,,Wurde mit den Maßnahmen bereits begonnen?,,,,,
1860,,,Wurde mit den Maßnahmen erst nach Erteilung eines vorläufigen Bewilligungsbescheides begonnen?,,,,,
2203,,,Wurde mit den Maßnahmen erst nach Erteilung eines Zuwendungsbescheides begonnen?,,,,,
2076,,,Wurde mit den Maßnahmen erst nach Zustimmung der Bewilligungsstelle begonnen?,,,,,
2153,,,Wurde mit den Maßnahmen noch nicht begonnen?,,,,,
2238,,,Wurde mit den Maßnahmen noch nicht begonnen?,,,,,
2252,,,Wurde mit den Maßnahmen noch nicht begonnen?,,,,,
1890,,,"Wurde mit der Antragstellung ein energetisches Konzept einschließlich einer Wirtschaftlichkeitsberechnung eingereicht, aus der sich der Förderbedarf ergibt?",,,,,
1625,,,Wurde mit der Ausführung der geförderten Maßnahmen bereits begonnen (z. B. durch Abschluss eines Leistungs- oder Liefervertrages)?,,,,,
1828,,,Wurde mit der Begrünungsmaßnahme bereits begonnen?,,,,,
1864,,,Wurde mit der Maßnahme bereits begonnen?,,,,,
1812,,,Wurde mit der Maßnahme bereits vor Bewilligung durch die Stadt Altötting begonnen?,,,,,
2430,,,Wurde mit der Maßnahme erst nach Erteilung des Zuwendungsbescheides begonnen?,,,,,
2356,,,Wurde mit der Maßnahme erst nach Erteilung eines Zuwendungsbescheides begonnen?,,,,,
2323,,,Wurde mit der Maßnahme noch nicht begonnen?,,,,,
1991,,,Wurde mit der Umsetzung der Maßnahmen erst nach Vorlage des Modernisierungsbescheids bzw. nach schriftlichem Bescheid eines förderunschädlichen vorzeitigen Maßnahmenbeginns begonnen?,,,,,
1695,,,Wurde vor Beginn der Arbeiten oder der Tätigkeit ein schriftlicher Förderantrag gestellt?,,,,,
1734,Sanieren und Bauenin der Landeshauptstadt Potsdam,https://www.potsdam.de/de/foerdergelder-fuer-klimaschutz,Wurde vor der Antragstellung oder Umsetzung der Maßnahme eine Energieberatung durchgeführt?,,,,,
1972,,,"Wurde vor der Antragstellung oder Umsetzung eine Energieberatung durchgeführt, entweder durch die Verbraucherzentrale Brandenburg oder alternativ durch einen zertifizierten Energieberater (z. B. BAFA- oder DENA-zertifiziert)?",,,,,
2228,,,Wurde vor der Bewilligung des Zuschusses nicht mit der Maßnahme begonnen?,,,,,
2531,,,Wurde vor Erteilung eines Zuwendungsbescheides mit den Maßnahmen begonnen?,,,,,
1984,,,Wurden alle erforderlichen Zustimmungen und Genehmigungen vor Antragstellung eingeholt?,,,,,
2146,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Beratungsleistungen,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,Wurden alle Voraussetzungen aus dem Abschnitt „förderfähige Maßnahmen“ erfüllt?,,,,,
2534,,,Wurden Bauzeichnungen im Maßstab 1:100 und ein Lageplan des Gebäudes eingereicht?,,,,,
2177,,,Wurden bei juristischen Personen vor Antragsstellung die erforderlichen Einträge in der Transparenzdatenbank des Landes Berlin vorgenommen?,,,,,
2362,,,Wurden die Ausgaben für förderfähige Systemkomponenten bei integrierten Anlagensystemen gesondert ausgewiesen?,,,,,
2508,,,Wurden die Maßnahmen nach Antragstellung beauftragt und begonnen?,,,,,
2571,,,"Wurden Planung, Angebotserstellung, Beantragung und Bewilligung erforderlicher Genehmigungen oder Grunderwerb/Bodengutachten bereits vor Antragstellung durchgeführt?",,,,,
2278,,,Wurden zinsverbilligte Darlehen oder steuerfreie Zuschüsse für die Maßnahme in Anspruch genommen?,,,,,
2366,,,"Zielen die Maßnahmen darauf ab, die wesentlichen städtebaulichen Missstände zu beseitigen?",,,,,
1546,,,,,,,,
1547,,,,,,,,
1548,,,,,,,,
1556,,,,,,,,
1557,,,,,,,,
1558,,,,,,,,
1559,,,,,,,,
1560,,,,,,,,
1561,,,,,,,,
1562,,,,,,,,
1563,,,,,,,,
1564,Stuttgarter Solaroffensive,https://www.stuttgart.de/leben/umwelt/energie/foerderprogramme/solaroffensive.php,,,,,,
1565,,,,,,,,
1566,,,,,,,,
1567,,,,,,,,
1568,,,,,,,,
1569,,,,,,,,
1570,,,,,,,,
1571,,,,,,,,
1572,,,,,,,,
1573,,,,,,,,
1586,,,,,,,,
1587,KfW Wohngebäude – Kredit (261),https://www.kfw.de/inlandsfoerderung/Privatpersonen/Bestehende-Immobilie/F%C3%B6rderprodukte/Bundesf%C3%B6rderung-f%C3%BCr-effiziente-Geb%C3%A4ude-Wohngeb%C3%A4ude-Kredit-(261-262)/,,,,,,
1588,,,,,,,,
1589,,,,,,,,
1590,,,,,,,,
1591,,,,,,,,
1592,,,,,,,,
1593,,,,,,,,
1594,,,,,,,,
1595,,,,,,,,
1596,,,,,,,,
1611,,,,,,,,
1612,,,,,,,,
1613,Förderung für Anschlüsse an klimaneutrale Wärmenetze,"https://www.stuttgart.de/leben/umwelt/energie/foerderprogramme/waermenetz-anschluss-programm.php#:~:text=Wie%20wird%20gef%C3%B6rdert%3F,F%C3%B6rderung%20des%20gleichen%20F%C3%B6rdertatbestands%20kommt.",,,,,,
1614,,,,,,,,
1619,Deutsche Stiftung für Denkmalschutz,https://www.denkmalschutz.de/ueber-uns/die-deutsche-stiftung-denkmalschutz/aufgaben-ziele/denkmalfoerderung/ansprechpartner-denkmalfoerderung.html?pk_campaign=cpc&pk_kwd=&gad_source=1&gclid=CjwKCAjw1emzBhB8EiwAHwZZxQ8o554e8oYWSXn9wbekkWLI6milmS6PJ9p7FtdacdhqlPZ8hOoD2xoC8-IQAvD_BwE,,,,,,
1620,,,,,,,,
1622,,,,,,,,
1627,,,,,,,,
1628,,,,,,,,
1629,,,,,,,,
1652,,,,,,,,
1655,,,,,,,,
1656,,,,,,,,
1663,,,,,,,,
1665,,,,,,,,
1669,,,,,,,,
1670,,,,,,,,
1672,,,,,,,,
1677,,,,,,,,
1680,,,,,,,,
1688,,,,,,,,
1694,progres.nrw - Emissionsarme Mobilität: Ladeinfrastruktur für Elektrofahrzeuge & Netzanschlüsse,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/lademoeglichkeiten/foerderung-von-nicht-oeffentlicher-ladeinfrastruktur-kombination-mit-erneuerbaren-energien-anlagen,,,,,,
1698,Klimafreundliches Wohnen und Arbeiten - Bestandsgebäude: Energieeffiziente Wohngebäude,https://www.duesseldorf.de/umweltamt/projekte/klimafreundliches-wohnen-und-arbeiten,,,,,,
1705,,,,,,,,
1708,,,,,,,,
1718,,,,,,,,
1721,,,,,,,,
1726,,,,,,,,
1728,,,,,,,,
1735,,,,,,,,
1736,,,,,,,,
1744,,,,,,,,
1748,,,,,,,,
1749,Frankfurter Programm zur Modernisierung des Wohnungsbestandes,https://www.stadtplanungsamt-frankfurt.de/modernisierungsprogramm_9698.html,,,,,,
1750,,,,,,,,
1758,,,,,,,,
1763,,,,,,,,
1764,,,,,,,,
1768,progres.nrw - Klimaschutztechnik: Wärmeübergabestationen,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/fernwaermeleitungen-waermekonzepte/foerderung-von-waermeuebergabestationen,,,,,,
1770,,,,,,,,
1772,,,,,,,,
1783,,,,,,,,
1790,Förderung der energetischen und stofflichen Nutzung nachwachsender Rohstoffe: Umsetzungskonzepte,https://www.wibank.de/wibank/biomassefeuerungsanlagen-in-hessen/foerderung-von-biomassefeuerungsanlagen-in-hessen-312070,,,,,,
1791,,,,,,,,
1794,,,,,,,,
1796,,,,,,,,
1798,,,,,,,,
1805,,,,,,,,
1807,,,,,,,,
1809,,,,,,,,
1810,Förderprogramm der Stadt AltöttingVerbesserung Stadtklima,https://www.altoetting.de/leben-in-altoetting/umwelt-und-energie/verbesserung-stadtklima/,,,,,,
1811,,,,,,,,
1813,,,,,,,,
1814,,,,,,,,
1820,,,,,,,,
1825,,,,,,,,
1827,,,,,,,,
1829,,,,,,,,
1841,,,,,,,,
1844,,,,,,,,
1845,,,,,,,,
1850,,,,,,,,
1851,,,,,,,,
1855,,,,,,,,
1856,Förderung der energetischen und stofflichen Nutzung nachwachsender Rohstoffe: Nahwärmenetz,https://www.wibank.de/wibank/biomassefeuerungsanlagen-in-hessen/foerderung-von-biomassefeuerungsanlagen-in-hessen-312070,,,,,,
1857,,,,,,,,
1859,Kieler Klimaschutzfonds,https://www.stadtwerke-kiel.de/privatkunden/service-beratung/energieberatung/foerderung/foerdermittelstrecke,,,,,,
1866,,,,,,,,
1885,Wärmeschutz im Wohngebäudebestand,https://bremer-modernisieren.de/foerderung/waermeschutzprogramm,,,,,,
1887,,,,,,,,
1895,KfW Wohngebäude – Energetische Fachplanungs-/ Baubegleitungsleistungen; Nachhaltigkeitszertifizierung (261),https://www.kfw.de/inlandsfoerderung/Privatpersonen/Bestehende-Immobilie/F%C3%B6rderprodukte/Bundesf%C3%B6rderung-f%C3%BCr-effiziente-Geb%C3%A4ude-Wohngeb%C3%A4ude-Kredit-(261-262)/,,,,,,
1896,,,,,,,,
1897,,,,,,,,
1898,,,,,,,,
1899,,,,,,,,
1909,,,,,,,,
1923,Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Dämmung der Gebäudehülle,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
1926,,,,,,,,
1927,,,,,,,,
1929,,,,,,,,
1936,Förderung für Ladeinfrastruktur für Elektrofahrzeuge,https://stadt.muenchen.de/service/info/sachgebiet-klimaneutrale-antriebe/10215341/,,,,,,
1940,progres.nrw - Klimaschutztechnik: Lüftungsanlagen mit Wärmerückgewinnung,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/energiesysteme-fuer-klimagerechte-gebaeude/foerderung-von-lueftungsanlagen-mit-waermerueckgewinnung,,,,,,
1942,,,,,,,,
1944,,,,,,,,
1945,,,,,,,,
1947,,,,,,,,
1955,,,,,,,,
1956,progres.nrw - Klimaschutztechnik: Steuereinrichtungen für den Betrieb von Wärmepumpen in Verbindung mit einer PV-Anlage,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/energiesysteme-fuer-klimagerechte-gebaeude/foerderung-von-steuereinrichtungen-fuer-den-betrieb-von-waermepumpen-verbindung-mit-einer,,,,,,
1958,,,,,,,,
1979,,,,,,,,
1981,,,,,,,,
1994,,,,,,,,
2000,,,,,,,,
2001,,,,,,,,
2004,,,,,,,,
2011,,,,,,,,
2013,,,,,,,,
2014,,,,,,,,
2022,,,,,,,,
2024,,,,,,,,
2025,Förderung von Klimaschutz- und Klimaanpassungsmaßnahmen in Frankfurt am Main(Klimabonus),https://frankfurt.de/themen/klima-und-energie/stadtklima/klimabonus,,,,,,
2030,,,,,,,,
2031,,,,,,,,
2038,,,,,,,,
2040,,,,,,,,
2048,,,,,,,,
2055,,,,,,,,
2057,,,,,,,,
2077,,,,,,,,
2081,,,,,,,,
2082,,,,,,,,
2084,Förderprogramm Klimaneutrale Gebäude (FKG) - Passivhaus im Bestand,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2086,,,,,,,,
2115,"Förderprogramm Klimaneutrale Gebäude (FKG) - Einzelmaßnahmen: Digitale Systeme zur Betriebs- und Verbrauchsoptimierung,Netzdienlichkeit der technischen Anlagen von Wohngebäuden ""Efficiency Smart Home""",https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2128,,,,,,,,
2130,,,,,,,,
2142,,,,,,,,
2144,,,,,,,,
2152,progres.nrw - Klimaschutztechnik: Oberflächennahe Geothermie in Verbindung mit einer Wärmepumpe,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/stromerzeugung-waermeerzeugung/foerderung-von-oberflaechennaher-geothermie-verbindung-mit-einer-waermepumpe,,,,,,
2171,Energieberatung für Effizienz und Optimierung (ENEO),https://www.ibb-business-team.de/eneo/antragstellung-rechtliches/,,,,,,
2202,progres.nrw - Klimaschutztechnik: KlimaGebäude.NRW innerhalb von Landesprojekten (z.B. „KlimaQuartier.NRW“),https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/gebaeude-neu-und-umbauten/foerderung-von-klimagebaeudenrw-innerhalb-von-landesprojekten,,,,,,
2222,Förderprogramm Klimaneutrale Gebäude (FKG) - Photovoltaikberatung,https://stadt.muenchen.de/infos/foerderprogramm-klimaneutrale-gebaeude.html,,,,,,
2227,Förderung für die Nutzung von Geothermie,https://www.dortmund.de/themen/foerderungen/foerderprogramme/geothermie/,,,,,,
2237,progres.nrw - Klimaschutztechnik: Thermische Solaranlagen für die Gebäudeversorgung,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/energiesysteme-fuer-klimagerechte-gebaeude/foerderung-von-thermischen-solaranlagen-fuer-die-gebaeudeversorgung,,,,,,
2251,progres.nrw - Klimaschutztechnik: Biomasseanlagen in Verbindung mit der Nutzung von Solarenergie,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/energiesysteme-fuer-klimagerechte-gebaeude/foerderung-von-biomasseanlagen-verbindung-mit-der-nutzung-von-solarenergie,,,,,,
2285,,,,,,,,
2322,progres.nrw - Klimaschutztechnik: Wärmepumpen in Verbindung mit einem kalten Wärmenetz,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/fernwaermeleitungen-waermekonzepte/foerderung-von-waermepumpen-verbindung-mit-einem-kalten-waermenetz,,,,,,
2352,,,,,,,,
2355,progres.nrw - Klimaschutztechnik: Stationäre wasserstoffbasierte Energiesysteme in Verbindung mit einer PV-Anlage,https://www.bra.nrw.de/energie-bergbau/foerderprogramme-fuer-klimaschutz-und-energiewende/foerderbereiche/energiesysteme-fuer-klimagerechte-gebaeude/foerderung-von-stationaeren-wasserstoffbasierten-energiesystemen-verbindung-mit-einer,,,,,,
